직업,연소득,신용점수,DTI,근속연도,담보가치,승인여부
중소기업,4862,702,45,5,15600,거부
대기업,7903,912,43,1,20100,승인
대기업,7698,920,42,4,24100,승인
전문직,9554,939,59,7,25400,승인
대기업,11370,907,28,15,30900,승인
중소기업,3522,799,21,5,17700,거부
중소기업,3855,786,35,3,19700,거부
대기업,12556,611,31,10,36000,승인
기타,4409,638,29,9,18600,거부
중소기업,9953,986,27,5,31300,승인
기타,8155,950,35,2,23000,승인
중소기업,3123,963,35,2,15000,거부
대기업,12532,762,51,2,57700,승인
중소기업,4105,212,22,8,29300,거부
기타,2552,952,19,6,15700,거부
기타,2021,969,10,12,15000,거부
전문직,9943,746,9,4,22200,승인
기타,3501,868,54,11,16900,거부
기타,4043,925,23,8,15400,거부
대기업,14458,961,40,9,48700,승인
중소기업,9419,946,39,7,43500,승인
기타,3707,776,33,5,27400,승인
기타,2592,935,44,6,18700,거부
중소기업,3813,912,43,8,15000,거부
기타,3380,767,47,5,15000,거부
전문직,9469,790,22,2,26700,승인
중소기업,3140,951,30,10,22500,거부
대기업,12560,782,15,10,39500,승인
대기업,7984,969,59,11,29000,승인
대기업,5622,636,18,12,17900,거부
전문직,15850,956,40,1,80500,승인
기타,3334,963,27,7,15000,거부
전문직,11419,931,25,6,37800,승인
중소기업,4188,780,24,11,19500,거부
전문직,13300,867,99,13,31400,거부
대기업,5131,707,44,8,16600,거부
기타,4793,900,16,13,37000,승인
대기업,9643,828,15,2,25200,승인
기타,2678,783,43,12,15000,거부
전문직,14667,764,19,6,46900,승인
대기업,9705,891,14,13,21600,승인
중소기업,10601,764,47,2,38800,승인
중소기업,9901,917,40,8,29300,승인
전문직,11251,827,34,11,32600,승인
대기업,7265,137,35,4,33300,거부
대기업,6795,966,52,8,17300,거부
대기업,7149,839,15,27,25000,승인
중소기업,8286,395,29,2,26600,승인
중소기업,6452,956,2,1,18500,거부
대기업,7115,631,30,11,34100,승인
중소기업,7854,910,39,7,34600,승인
기타,2164,704,32,1,15000,거부
대기업,6031,957,28,8,22100,승인
중소기업,3906,769,57,8,27600,승인
기타,3276,915,28,8,19100,거부
대기업,11311,490,44,12,30800,승인
전문직,11896,888,43,5,33700,승인
대기업,9190,607,44,2,39400,승인
중소기업,10813,838,29,3,36000,승인
기타,10233,956,39,1,33400,승인
기타,5614,736,31,12,32000,승인
기타,8587,957,28,10,29900,승인
대기업,8920,890,54,8,34700,승인
중소기업,6102,919,11,1,21800,승인
대기업,5098,982,37,1,18900,거부
중소기업,8556,971,33,14,37400,승인
대기업,11687,872,40,12,54100,승인
대기업,5367,984,25,1,18200,거부
전문직,7163,775,32,2,24700,승인
중소기업,5129,746,36,15,31800,승인
기타,6659,731,32,13,25200,승인
기타,2402,985,46,2,15000,거부
전문직,19880,676,59,8,56300,승인
전문직,18972,737,42,6,85900,승인
중소기업,7597,728,55,1,23300,승인
기타,3173,950,46,3,15700,거부
중소기업,3495,918,44,2,15400,거부
대기업,9069,912,3,6,28300,승인
중소기업,3958,932,16,7,15000,거부
대기업,8144,848,28,9,34300,승인
중소기업,4645,726,13,2,19900,거부
대기업,10412,761,43,5,30100,승인
중소기업,3314,951,28,1,15000,거부
대기업,5608,715,59,6,27200,승인
중소기업,3494,678,35,3,15000,거부
대기업,5799,925,8,6,16000,거부
기타,2684,734,100,12,15000,거부
중소기업,10307,996,55,5,62400,승인
기타,11828,914,35,3,38200,승인
대기업,10837,846,39,4,31600,승인
중소기업,8841,923,38,3,28700,승인
중소기업,3099,974,75,13,21600,거부
중소기업,7342,878,11,13,27700,승인
대기업,6626,723,56,2,22200,승인
대기업,9005,744,22,1,32100,승인
중소기업,3302,43,36,12,20800,거부
대기업,9930,177,30,4,28800,거부
기타,2768,791,33,8,21100,거부
기타,5117,784,26,6,25800,승인
대기업,8421,801,9,8,28700,승인
기타,4545,870,89,6,16300,거부
대기업,9351,458,24,5,21300,승인
중소기업,3353,900,2,6,15000,거부
기타,5216,753,34,14,37200,승인
중소기업,6319,858,35,3,19000,거부
중소기업,3569,672,40,2,15000,거부
중소기업,4368,811,93,28,19700,거부
기타,3963,995,29,5,15000,거부
기타,4304,968,35,5,21600,거부
중소기업,9152,707,67,4,39800,거부
중소기업,6187,739,100,4,17300,거부
중소기업,3841,997,19,6,15000,거부
대기업,7046,790,30,7,22900,승인
중소기업,3159,931,83,5,15000,거부
대기업,5369,892,81,6,25000,거부
중소기업,4062,807,26,5,16500,거부
중소기업,3123,607,7,5,20600,거부
중소기업,5872,908,29,14,18900,거부
중소기업,9265,928,43,3,21500,승인
기타,5875,702,20,12,19000,거부
중소기업,3383,882,20,15,15000,거부
중소기업,3868,954,24,9,27100,승인
중소기업,11072,798,46,5,55800,승인
중소기업,4723,848,47,14,19000,거부
전문직,13670,700,38,1,73300,승인
중소기업,3341,880,2,2,15000,거부
대기업,12305,708,50,3,60900,승인
대기업,5953,875,25,2,25400,승인
중소기업,4402,900,10,7,22900,승인
중소기업,4562,994,64,3,17500,거부
기타,6554,672,32,28,39300,승인
중소기업,8030,987,26,7,21000,승인
중소기업,3712,922,36,9,15000,거부
중소기업,3397,958,43,11,15000,거부
중소기업,5694,805,38,4,15300,거부
대기업,9701,971,23,12,34700,승인
중소기업,7870,915,39,2,24500,승인
대기업,8380,938,23,4,30400,승인
전문직,8708,953,31,11,59900,승인
중소기업,3053,789,44,1,15000,거부
대기업,8327,625,20,6,23300,승인
중소기업,3048,730,25,14,15000,거부
대기업,9934,810,44,2,21600,승인
중소기업,6818,974,53,8,15400,거부
대기업,5421,752,2,2,19000,거부
전문직,13441,945,54,14,73400,승인
기타,3815,914,28,2,18100,거부
중소기업,7755,811,57,6,27200,승인
기타,4026,938,42,15,17800,거부
중소기업,3971,666,4,1,24200,승인
대기업,8593,960,23,5,32700,승인
중소기업,4449,931,24,11,20600,거부
기타,4641,938,28,6,39500,승인
중소기업,4422,938,23,1,17200,거부
중소기업,4498,791,35,4,29900,승인
중소기업,6714,660,59,3,16700,거부
전문직,19138,704,38,3,63400,승인
중소기업,4701,924,39,13,26200,승인
기타,2697,927,27,12,15000,거부
기타,10486,924,55,1,37500,승인
중소기업,3337,986,39,8,15000,거부
기타,3310,933,36,1,15000,거부
대기업,5742,868,58,8,17300,거부
중소기업,7515,795,21,4,21000,승인
대기업,9129,927,40,7,37600,승인
대기업,9178,909,58,8,33300,승인
기타,4532,137,45,11,16000,거부
중소기업,7766,959,22,7,20400,승인
대기업,11544,995,40,3,57700,승인
전문직,14119,986,39,3,39800,승인
중소기업,3718,726,52,6,15000,거부
전문직,8691,907,27,11,33200,승인
기타,5343,634,43,1,16900,거부
기타,8532,724,34,12,25700,승인
대기업,8305,723,40,14,34400,승인
대기업,10165,898,8,3,33800,승인
중소기업,3474,845,5,7,16000,거부
중소기업,4421,893,7,10,27700,승인
중소기업,4056,955,68,1,15100,거부
중소기업,4880,723,5,1,16500,거부
대기업,5503,728,34,15,15900,거부
대기업,11251,917,54,8,40100,승인
전문직,17673,345,46,2,59600,승인
전문직,8671,791,36,1,22000,승인
중소기업,3924,908,41,9,15000,거부
중소기업,3591,940,48,12,15000,거부
기타,11594,988,24,8,61800,승인
대기업,5862,444,7,5,17900,거부
기타,5492,689,35,1,19400,거부
중소기업,4917,931,8,22,16400,거부
중소기업,4637,815,50,2,16200,거부
중소기업,9639,878,20,3,29600,승인
기타,4921,624,1,7,17500,거부
대기업,8495,947,47,7,25800,승인
중소기업,4446,930,27,6,18100,거부
대기업,7001,994,21,4,38600,승인
중소기업,4240,796,4,1,24500,승인
대기업,7694,927,10,6,22200,승인
기타,3553,963,45,15,16800,거부
대기업,9480,984,13,12,24400,승인
대기업,6226,134,26,11,23500,거부
전문직,6963,729,37,2,16200,거부
전문직,10162,992,39,6,42500,승인
중소기업,3667,897,10,12,15000,거부
전문직,13517,996,55,9,34600,승인
대기업,7254,643,32,11,35400,승인
대기업,7694,879,64,1,21900,거부
중소기업,11412,954,27,1,35300,승인
기타,3072,778,89,1,15000,거부
중소기업,7554,855,34,9,52900,승인
중소기업,6044,789,28,11,17900,거부
중소기업,3713,788,14,12,17900,거부
중소기업,4749,743,45,4,15300,거부
중소기업,3515,648,33,10,15000,거부
중소기업,3499,927,20,11,15700,거부
중소기업,10860,946,25,2,77700,승인
기타,6137,942,26,10,17900,거부
전문직,14279,898,47,13,37300,승인
중소기업,8297,933,32,4,28100,승인
전문직,11593,895,25,15,78100,승인
대기업,5795,743,21,11,16800,거부
전문직,18798,288,22,8,95600,거부
기타,2246,860,34,6,15000,거부
대기업,5920,860,47,1,15000,거부
대기업,14626,924,33,2,30400,승인
대기업,14644,864,35,6,36300,승인
중소기업,4695,756,57,9,18000,거부
중소기업,4727,746,53,6,16200,거부
중소기업,3326,753,27,6,15000,거부
대기업,5115,384,34,1,17600,거부
중소기업,4483,703,29,6,27800,승인
중소기업,10562,731,28,15,30700,승인
기타,5546,169,43,5,19900,거부
전문직,7868,778,32,12,24700,승인
기타,7918,861,26,4,23200,승인
대기업,8818,75,40,12,23700,거부
중소기업,3799,980,33,7,15000,거부
중소기업,4335,752,72,3,17600,거부
중소기업,4085,707,53,8,16400,거부
대기업,7175,774,16,9,28200,승인
대기업,6239,901,33,2,32400,승인
대기업,7051,916,31,2,53700,승인
기타,11224,939,32,8,44900,승인
대기업,7034,7,44,14,33800,거부
중소기업,3672,974,55,10,15000,거부
중소기업,4503,622,36,4,15600,거부
기타,9493,907,43,5,23400,승인
중소기업,3603,967,23,2,15000,거부
전문직,17176,722,91,7,111100,거부
대기업,8732,956,20,3,26500,승인
중소기업,3388,875,21,12,15000,거부
기타,2868,793,82,2,15000,거부
대기업,9068,982,22,3,29700,승인
전문직,10199,941,37,2,32900,승인
기타,9730,749,25,11,25000,승인
중소기업,4251,714,48,9,19800,거부
중소기업,3103,985,0,6,15000,거부
중소기업,4700,773,0,9,15500,거부
전문직,7526,869,38,16,28400,승인
중소기업,3684,978,52,20,26400,승인
중소기업,6537,936,20,8,38500,승인
중소기업,3084,965,31,21,15000,거부
중소기업,4165,703,48,8,16200,거부
대기업,7058,955,32,9,24200,승인
기타,5509,943,31,5,26600,승인
중소기업,5920,987,49,8,35500,승인
중소기업,5160,871,8,4,19500,거부
중소기업,4858,63,33,9,24700,거부
중소기업,8703,743,45,9,28400,승인
대기업,10120,720,42,6,37400,승인
대기업,12798,762,36,15,70800,승인
중소기업,9343,458,35,7,24600,승인
중소기업,9592,883,36,1,26300,승인
중소기업,4344,722,7,3,19900,거부
대기업,14104,856,20,3,31900,승인
중소기업,4837,993,32,1,26400,승인
기타,3549,995,20,2,15000,거부
대기업,5677,637,33,23,27500,승인
중소기업,9697,992,13,4,23700,승인
대기업,13240,209,26,1,33300,거부
기타,3405,928,46,6,15000,거부
대기업,5661,814,19,11,18800,거부
중소기업,4237,978,23,7,18200,거부
중소기업,10063,839,43,2,56200,승인
기타,2801,859,20,7,26400,승인
대기업,8160,300,28,5,39600,거부
대기업,7316,996,36,8,23900,승인
기타,4172,933,84,11,20200,거부
기타,2140,983,46,5,15000,거부
기타,3631,940,31,6,15000,거부
전문직,19168,701,38,1,58400,승인
대기업,9560,828,31,15,27000,승인
대기업,13441,725,54,8,66300,승인
대기업,5594,945,47,5,19100,거부
대기업,5013,967,21,9,17200,거부
중소기업,4865,803,37,20,25700,승인
대기업,12852,758,22,5,39700,승인
대기업,6626,721,22,9,17600,거부
전문직,10621,740,43,6,51200,승인
중소기업,4552,944,59,12,18000,거부
중소기업,3916,906,33,12,15000,거부
중소기업,4665,924,56,2,18600,거부
전문직,12988,818,48,12,69500,승인
중소기업,10445,973,6,1,38200,승인
대기업,11657,995,62,14,43200,거부
대기업,7586,764,31,11,27500,승인
대기업,8367,191,10,6,21700,거부
기타,5125,725,35,9,26500,승인
중소기업,3426,956,18,3,15000,거부
중소기업,3258,753,46,7,15000,거부
기타,3672,754,4,12,18000,거부
중소기업,5099,680,92,6,22200,거부
기타,3357,968,46,25,18500,거부
기타,11794,942,21,5,33500,승인
대기업,7987,952,49,4,32500,승인
기타,3376,749,33,5,15000,거부
전문직,18033,708,58,4,79000,승인
중소기업,3870,652,27,9,15000,거부
대기업,6978,983,33,6,15400,거부
중소기업,11030,831,37,1,34300,승인
기타,2283,410,32,10,15000,거부
전문직,13853,912,5,3,78200,승인
대기업,8823,769,10,9,20200,승인
대기업,7340,950,13,3,28600,승인
대기업,8653,748,25,6,25300,승인
중소기업,3871,930,32,13,15000,거부
중소기업,4463,848,28,10,16400,거부
기타,11952,721,38,6,36500,승인
중소기업,10163,903,8,9,70400,승인
기타,3126,787,21,3,17100,거부
대기업,5385,927,26,2,19800,거부
대기업,8271,891,41,7,21100,승인
대기업,13399,788,47,8,40900,승인
중소기업,5199,976,51,3,19700,거부
대기업,11610,942,59,3,35600,승인
기타,5150,986,35,13,16900,거부
중소기업,4585,742,39,9,19800,거부
기타,4239,894,6,4,17100,거부
중소기업,4952,255,9,5,16200,거부
중소기업,9084,968,34,4,32200,승인
중소기업,5195,947,25,1,25800,승인
기타,3311,239,36,7,15000,거부
중소기업,3713,913,8,1,19200,거부
기타,2096,175,22,3,15000,거부
기타,3266,952,11,9,15000,거부
중소기업,3450,987,54,7,15000,거부
전문직,17498,400,64,6,67400,거부
대기업,7732,737,30,6,30700,승인
중소기업,5488,756,10,2,18100,거부
대기업,6286,950,19,3,35000,승인
중소기업,3028,969,33,9,15000,거부
중소기업,3149,337,21,8,15000,거부
대기업,12141,638,7,9,62100,승인
중소기업,3624,875,45,4,15000,거부
중소기업,5033,913,29,10,19800,거부
중소기업,3068,932,47,8,15000,거부
중소기업,6167,672,21,8,15900,거부
대기업,8805,725,30,5,25500,승인
기타,11253,972,39,9,33100,승인
중소기업,5030,671,73,12,15400,거부
대기업,8056,742,51,3,22600,승인
대기업,9987,674,35,4,28000,승인
중소기업,4030,600,14,12,16900,거부
중소기업,10445,977,8,3,35300,승인
기타,8156,744,31,4,22900,승인
대기업,10927,993,39,2,34700,승인
대기업,8950,938,29,7,38100,승인
대기업,7192,993,19,9,24000,승인
전문직,17563,894,39,8,51900,승인
대기업,12753,973,13,6,31400,승인
대기업,9461,811,46,7,55400,승인
대기업,7041,938,10,1,20100,거부
중소기업,4245,981,24,5,16300,거부
전문직,6436,746,23,5,18400,거부
중소기업,3616,735,29,5,15000,거부
기타,3128,889,36,7,18200,거부
중소기업,4887,776,17,15,18900,거부
중소기업,11386,996,51,12,59900,승인
전문직,8456,744,24,7,33600,승인
전문직,10678,942,12,8,74800,승인
대기업,7603,621,41,7,58200,승인
대기업,12967,789,41,3,38900,승인
대기업,7813,832,59,18,27000,승인
중소기업,3164,77,59,4,15000,거부
대기업,8496,717,21,2,29900,승인
중소기업,3771,855,10,11,18200,거부
중소기업,4535,645,34,7,32500,승인
중소기업,4422,932,49,9,22600,거부
중소기업,4069,950,7,10,18300,거부
중소기업,4973,909,59,4,16800,거부
대기업,6547,999,70,9,19000,거부
대기업,8359,904,41,12,22400,승인
기타,2119,606,2,3,15000,거부
중소기업,10921,612,56,2,32800,승인
전문직,12051,916,37,4,33600,승인
중소기업,3682,926,2,27,15000,거부
기타,3596,854,28,7,15000,거부
대기업,14289,970,35,1,30600,승인
대기업,10518,747,31,8,32400,승인
전문직,6491,665,28,7,32900,승인
대기업,8767,736,14,5,21800,승인
전문직,14618,817,26,3,33800,승인
대기업,7014,719,24,3,21100,승인
기타,3503,607,34,27,17900,거부
기타,4420,65,19,12,17300,거부
대기업,7941,994,28,12,27900,승인
중소기업,8075,936,31,3,29400,승인
기타,3045,789,57,11,15000,거부
대기업,11019,924,45,3,31200,승인
전문직,13779,992,4,1,52400,승인
중소기업,4621,904,9,9,15800,거부
중소기업,4201,819,9,5,18000,거부
중소기업,9555,622,8,2,23100,승인
중소기업,9275,710,54,3,29200,승인
대기업,11660,921,35,16,35800,승인
중소기업,5727,609,50,6,22000,거부
중소기업,6689,711,50,14,28800,승인
대기업,9579,768,20,10,24500,승인
기타,11950,749,40,1,36800,승인
대기업,8467,826,11,12,23100,승인
중소기업,6509,764,22,5,24900,승인
기타,4364,790,22,5,15900,거부
기타,2174,931,10,21,15000,거부
중소기업,3664,972,38,10,22000,거부
전문직,16213,743,38,10,57200,승인
대기업,9313,966,23,10,26400,승인
기타,5899,799,39,7,16000,거부
기타,5721,787,24,1,16000,거부
